0.0000000 0.0493301 0.0001678
0.1000000 0.0396766 0.0002369
0.2000000 0.0364990 0.0003513
0.3000000 0.0335213 0.0003772
0.4000000 0.0308099 0.0003381
0.5000000 0.0285032 0.0003668
0.6000000 0.0264096 0.0003504
0.7000000 0.0248787 0.0003686
0.8000000 0.0233158 0.0003630
0.9000000 0.0219511 0.0003789
1.0000000 0.0206872 0.0004000
1.1000000 0.0195805 0.0004001
1.2000000 0.0185118 0.0004070
1.3000000 0.0176203 0.0004076
1.4000000 0.0167186 0.0004048
1.5000000 0.0158909 0.0003928
1.6000000 0.0151194 0.0003691
1.7000000 0.0143968 0.0003559
1.8000000 0.0137438 0.0003309
1.9000000 0.0131263 0.0003131
2.0000000 0.0125666 0.0002842
2.1000000 0.0120145 0.0002749
2.2000000 0.0115077 0.0002515
2.3000000 0.0110183 0.0002553
2.4000000 0.0105438 0.0002279
2.5000000 0.0101024 0.0002263
2.6000000 0.0096946 0.0002150
2.7000000 0.0092682 0.0002051
2.8000000 0.0089021 0.0002107
2.9000000 0.0085248 0.0002062
3.0000000 0.0081916 0.0001874
3.1000000 0.0078615 0.0001790
3.2000000 0.0075457 0.0001636
3.3000000 0.0072740 0.0001502
3.4000000 0.0070138 0.0001218
3.5000000 0.0067254 0.0001031
3.6000000 0.0064632 0.0000851
3.7000000 0.0062216 0.0000796
3.8000000 0.0060128 0.0000865
3.9000000 0.0058068 0.0000812
4.0000000 0.0056065 0.0000929
4.1000000 0.0054500 0.0001119
4.2000000 0.0052608 0.0001281
4.3000000 0.0050927 0.0001516
4.4000000 0.0049179 0.0001699
4.5000000 0.0047528 0.0001813
4.6000000 0.0046014 0.0001814
4.7000000 0.0044676 0.0001905
4.8000000 0.0043341 0.0001936
4.9000000 0.0041936 0.0001924
5.0000000 0.0040783 0.0001982
5.1000000 0.0039678 0.0001951
5.2000000 0.0038480 0.0002011
5.3000000 0.0036987 0.0002034
5.4000000 0.0035708 0.0002056
5.5000000 0.0034441 0.0002089
5.6000000 0.0033452 0.0002124
5.7000000 0.0032282 0.0002136
5.8000000 0.0031037 0.0002135
5.9000000 0.0029894 0.0002283
6.0000000 0.0028399 0.0002255
6.1000000 0.0027198 0.0002311
6.2000000 0.0026242 0.0002411
6.3000000 0.0025121 0.0002458
6.4000000 0.0024400 0.0002345
6.5000000 0.0023779 0.0002485
6.6000000 0.0023266 0.0002462
6.7000000 0.0022476 0.0002629
6.8000000 0.0021727 0.0002409
6.9000000 0.0021297 0.0002468
7.0000000 0.0020684 0.0002340
7.1000000 0.0020389 0.0002132
