7.2000000 0.0019973 0.0002177
7.3000000 0.0019722 0.0002023
7.4000000 0.0019299 0.0001928
7.5000000 0.0018781 0.0001937
7.6000000 0.0018366 0.0001907
7.7000000 0.0017937 0.0001948
7.8000000 0.0017555 0.0001949
7.9000000 0.0017168 0.0001912
8.0000000 0.0016867 0.0001859
8.1000000 0.0016450 0.0001744
8.2000000 0.0016365 0.0001659
8.3000000 0.0016230 0.0001599
8.4000000 0.0015837 0.0001427
8.5000000 0.0015692 0.0001448
8.6000000 0.0015467 0.0001356
8.7000000 0.0015089 0.0001289
8.8000000 0.0014746 0.0001176
8.9000000 0.0014245 0.0001076
9.0000000 0.0013916 0.0001017
9.1000000 0.0013499 0.0000825
9.2000000 0.0012924 0.0000775
9.3000000 0.0012309 0.0000918
9.4000000 0.0011813 0.0000998
9.5000000 0.0011413 0.0001197
9.6000000 0.0011171 0.0001381
9.7000000 0.0010808 0.0001511
9.8000000 0.0010711 0.0001713
9.9000000 0.0010564 0.0001775
10.0000000 0.0010213 0.0001825
10.1000000 0.0009693 0.0001930
10.2000000 0.0009338 0.0002005
10.3000000 0.0008806 0.0002048
10.4000000 0.0008183 0.0002174
10.5000000 0.0007905 0.0002235
10.6000000 0.0007620 0.0002223
10.7000000 0.0007226 0.0002151
10.8000000 0.0006811 0.0002096
10.9000000 0.0006607 0.0001973
11.0000000 0.0006462 0.0001906
11.1000000 0.0006286 0.0001809
11.2000000 0.0006123 0.0001655
11.3000000 0.0006038 0.0001591
11.4000000 0.0005938 0.0001432
11.5000000 0.0005778 0.0001319
11.6000000 0.0005421 0.0001341
11.7000000 0.0005448 0.0001210
11.8000000 0.0005159 0.0001230
11.9000000 0.0005040 0.0001172
12.0000000 0.0005271 0.0001152
12.1000000 0.0005106 0.0001203
12.2000000 0.0005169 0.0001201
12.3000000 0.0005285 0.0001269
12.4000000 0.0005108 0.0001248
12.5000000 0.0005180 0.0001288
12.6000000 0.0005261 0.0001210
12.7000000 0.0005266 0.0001392
12.8000000 0.0005335 0.0001459
12.9000000 0.0005696 0.0001507
13.0000000 0.0005880 0.0001614
13.1000000 0.0006259 0.0001533
13.2000000 0.0006486 0.0001592
13.3000000 0.0006562 0.0001619
13.4000000 0.0006569 0.0001577
13.5000000 0.0006554 0.0001719
13.6000000 0.0006357 0.0001699
13.7000000 0.0006286 0.0001726
13.8000000 0.0006212 0.0001721
13.9000000 0.0006012 0.0001815
14.0000000 0.0005944 0.0001859
14.1000000 0.0005839 0.0001872
14.2000000 0.0005866 0.0001748
14.3000000 0.0005966 0.0001946
14.4000000 0.0006068 0.0001956
14.5000000 0.0005849 0.0002020
14.6000000 0.0005858 0.0002034
14.7000000 0.0005542 0.0002094
14.8000000 0.0005591 0.0002158
14.9000000 0.0005261 0.0002279
15.0000000 0.0004882 0.0002331
15.1000000 0.0004591 0.0002278
15.2000000 0.0004431 0.0002330
15.3000000 0.0004192 0.0002225
15.4000000 0.0004264 0.0002333
15.5000000 0.0004234 0.0002279
15.6000000 0.0004087 0.0002211
15.7000000 0.0004124 0.0002199
15.8000000 0.0003995 0.0002084
15.9000000 0.0003849 0.0001965
16.0000000 0.0003726 0.0001993
16.1000000 0.0003504 0.0001864
16.2000000 0.0003438 0.0001905
16.3000000 0.0003118 0.0001816
16.4000000 0.0003360 0.0001802
16.5000000 0.0003073 0.0001939
16.6000000 0.0003112 0.0001892
16.7000000 0.0003212 0.0001763
16.8000000 0.0003482 0.0001747
16.9000000 0.0003318 0.0001760
17.0000000 0.0003392 0.0001820
17.1000000 0.0003367 0.0001949
17.2000000 0.0003240 0.0002002
17.3000000 0.0003208 0.0002096
17.4000000 0.0003037 0.0002108
17.5000000 0.0003239 0.0002203
17.6000000 0.0003026 0.0002285
17.7000000 0.0003122 0.0002418
17.8000000 0.0003124 0.0002371
17.9000000 0.0003090 0.0002423
18.0000000 0.0003079 0.0002338
18.1000000 0.0003163 0.0002228
18.2000000 0.0003195 0.0002215
18.3000000 0.0003217 0.0001985
18.4000000 0.0003108 0.0002045
18.5000000 0.0003103 0.0001934
18.6000000 0.0002760 0.0001872
18.7000000 0.0002540 0.0001839
18.8000000 0.0002410 0.0001727
18.9000000 0.0002387 0.0001691
19.0000000 0.0002411 0.0001653
19.1000000 0.0002361 0.0001673
19.2000000 0.0002465 0.0001723
19.3000000 0.0002447 0.0001786
19.4000000 0.0002543 0.0001763
19.5000000 0.0002547 0.0001926
19.6000000 0.0002519 0.0001867
19.7000000 0.0002488 0.0001927
19.8000000 0.0002176 0.0001882
19.9000000 0.0002203 0.0001810
20.0000000 0.0002068 0.0001728
20.1000000 0.0002054 0.0001619
20.2000000 0.0002043 0.0001567
20.3000000 0.0002223 0.0001534
20.4000000 0.0002113 0.0001412
20.5000000 0.0002342 0.0001415
20.6000000 0.0002507 0.0001408
20.7000000 0.0002657 0.0001394
20.8000000 0.0002591 0.0001345
20.9000000 0.0002487 0.0001387
21.0000000 0.0002426 0.0001274
21.1000000 0.0002403 0.0001396
21.2000000 0.0002407 0.0001455
21.3000000 0.0002537 0.0001456
21.4000000 0.0002566 0.0001472
21.5000000 0.0002550 0.0001534
21.6000000 0.0002482 0.0001588
21.7000000 0.0002600 0.0001695
21.8000000 0.0002607 0.0001734
21.9000000 0.0002535 0.0001885
22.0000000 0.0002485 0.0001968
22.1000000 0.0002386 0.0001970
22.2000000 0.0002386 0.0002107
22.3000000 0.0002274 0.0002139
22.4000000 0.0002395 0.0002221
22.5000000 0.0002670 0.0002340
22.6000000 0.0002659 0.0002538
